batch_size = 300
bias = True
clear_checkpoint = True
clip_grad = 0
cuda = 1
device = cuda:0
dtype = float64
lr = 0.0005
max_step = 1000
n_in = 68
n_out = 1
net_depth = 9
net_width = (100, 200, 200, 100, 100, 50, 21)
no_stdout = False
optimizer = adam
out_dir = out
out_filename = out/MLP_nd9_nw-100-200-200-100-100-50-21_bias/outwithout5
out_infix = without5
print_step = 5
save_step = 10
seed = 3606873
tolerance = 1e-05

init_time = 0.000
Training...
step = 0, loss = 1.9882718, r2_train = 0.18109467, r2_test = 0.1808993, train_time = 14.681, used_time = 14.838
step = 880, loss = 0.21125103, r2_train = 0.031865248, r2_test = 0.032191719, train_time = 14.485, used_time = 13827.174
step = 885, loss = 0.21555012, r2_train = 0.03513002, r2_test = 0.035528433, train_time = 13.985, used_time = 13897.281
step = 890, loss = 0.21514626, r2_train = 0.0313384, r2_test = 0.032418376, train_time = 14.350, used_time = 13969.192
step = 895, loss = 0.21831417, r2_train = 0.03587328, r2_test = 0.036352188, train_time = 14.388, used_time = 14041.315
step = 900, loss = 0.21527091, r2_train = 0.041926224, r2_test = 0.04253524, train_time = 13.992, used_time = 14111.435
step = 905, loss = 0.21328825, r2_train = 0.032136327, r2_test = 0.033084568, train_time = 14.125, used_time = 14182.248
step = 910, loss = 0.2140413, r2_train = 0.038874547, r2_test = 0.039621607, train_time = 14.206, used_time = 14253.436
step = 915, loss = 0.21266613, r2_train = 0.036859193, r2_test = 0.037708425, train_time = 17.691, used_time = 14342.079
step = 920, loss = 0.21491877, r2_train = 0.036686536, r2_test = 0.037431142, train_time = 16.864, used_time = 14426.548
step = 925, loss = 0.21753348, r2_train = 0.034050442, r2_test = 0.034813944, train_time = 14.116, used_time = 14497.315
step = 930, loss = 0.21229606, r2_train = 0.031342116, r2_test = 0.032279761, train_time = 14.140, used_time = 14568.175
step = 935, loss = 0.21195321, r2_train = 0.036884808, r2_test = 0.037890208, train_time = 15.261, used_time = 14644.669
step = 940, loss = 0.21419639, r2_train = 0.035262414, r2_test = 0.035808717, train_time = 16.621, used_time = 14727.935
step = 945, loss = 0.21927239, r2_train = 0.033504495, r2_test = 0.034468352, train_time = 15.561, used_time = 14805.924
step = 950, loss = 0.21101522, r2_train = 0.033959234, r2_test = 0.035021427, train_time = 14.137, used_time = 14876.760
step = 955, loss = 0.21323577, r2_train = 0.03510988, r2_test = 0.036497308, train_time = 15.388, used_time = 14953.885
step = 960, loss = 0.20955662, r2_train = 0.034069712, r2_test = 0.034713272, train_time = 14.808, used_time = 15028.087
step = 965, loss = 0.21434543, r2_train = 0.033829534, r2_test = 0.03479988, train_time = 15.506, used_time = 15105.805
step = 970, loss = 0.21466844, r2_train = 0.050979894, r2_test = 0.052624393, train_time = 15.918, used_time = 15185.554
step = 975, loss = 0.21190194, r2_train = 0.042388852, r2_test = 0.04350645, train_time = 15.431, used_time = 15262.898
step = 980, loss = 0.21024759, r2_train = 0.044992065, r2_test = 0.045163658, train_time = 14.036, used_time = 15333.236
step = 985, loss = 0.21275846, r2_train = 0.034055753, r2_test = 0.034545586, train_time = 14.696, used_time = 15406.907
step = 990, loss = 0.20763303, r2_train = 0.037093469, r2_test = 0.038106101, train_time = 15.644, used_time = 15485.285
step = 995, loss = 0.20985521, r2_train = 0.035522422, r2_test = 0.035813816, train_time = 14.444, used_time = 15557.694
step = 1000, loss = 0.20717796, r2_train = 0.032552714, r2_test = 0.033220697, train_time = 17.907, used_time = 15647.391
MLP(
  (net): Sequential(
    (0): Linear(in_features=68, out_features=100, bias=True)
    (1): GELU()
    (2): Linear(in_features=100, out_features=200, bias=True)
    (3): GELU()
    (4): Linear(in_features=200, out_features=200, bias=True)
    (5): GELU()
    (6): Linear(in_features=200, out_features=100, bias=True)
    (7): GELU()
    (8): Linear(in_features=100, out_features=100, bias=True)
    (9): GELU()
    (10): Linear(in_features=100, out_features=50, bias=True)
    (11): GELU()
    (12): Linear(in_features=50, out_features=21, bias=True)
    (13): GELU()
    (14): Linear(in_features=21, out_features=1, bias=True)
  )
)

Total number of trainable parameters: 103643

Checkpoint found: 1000

batch_size = 300
bias = True
clear_checkpoint = False
clip_grad = 0
cuda = -1
device = cpu
dtype = float64
lr = 0.0005
max_step = 1000
n_in = 68
n_out = 1
net_depth = 9
net_width = (100, 200, 200, 100, 100, 50, 21)
no_stdout = False
optimizer = adam
out_dir = out
out_filename = out/MLP_nd9_nw-100-200-200-100-100-50-21_bias/outwithout5
out_infix = without5
print_step = 5
save_step = 10
seed = 28208187
tolerance = 1e-05

init_time = 0.000
Training...
MLP(
  (net): Sequential(
    (0): Linear(in_features=68, out_features=100, bias=True)
    (1): GELU()
    (2): Linear(in_features=100, out_features=200, bias=True)
    (3): GELU()
    (4): Linear(in_features=200, out_features=200, bias=True)
    (5): GELU()
    (6): Linear(in_features=200, out_features=100, bias=True)
    (7): GELU()
    (8): Linear(in_features=100, out_features=100, bias=True)
    (9): GELU()
    (10): Linear(in_features=100, out_features=50, bias=True)
    (11): GELU()
    (12): Linear(in_features=50, out_features=21, bias=True)
    (13): GELU()
    (14): Linear(in_features=21, out_features=1, bias=True)
  )
)

Total number of trainable parameters: 103643

Checkpoint found: 1000

batch_size = 300
bias = True
clear_checkpoint = False
clip_grad = 0
cuda = -1
device = cpu
dtype = float64
lr = 0.0005
max_step = 1000
n_in = 68
n_out = 1
net_depth = 9
net_width = (100, 200, 200, 100, 100, 50, 21)
no_stdout = False
optimizer = adam
out_dir = out
out_filename = out/MLP_nd9_nw-100-200-200-100-100-50-21_bias/outwithout5
out_infix = without5
print_step = 5
save_step = 10
seed = 91260592
tolerance = 1e-05

init_time = 0.000
Training...
MLP(
  (net): Sequential(
    (0): Linear(in_features=68, out_features=100, bias=True)
    (1): GELU()
    (2): Linear(in_features=100, out_features=200, bias=True)
    (3): GELU()
    (4): Linear(in_features=200, out_features=200, bias=True)
    (5): GELU()
    (6): Linear(in_features=200, out_features=100, bias=True)
    (7): GELU()
    (8): Linear(in_features=100, out_features=100, bias=True)
    (9): GELU()
    (10): Linear(in_features=100, out_features=50, bias=True)
    (11): GELU()
    (12): Linear(in_features=50, out_features=21, bias=True)
    (13): GELU()
    (14): Linear(in_features=21, out_features=1, bias=True)
  )
)

Total number of trainable parameters: 103643

Checkpoint found: 1000

batch_size = 300
bias = True
clear_checkpoint = False
clip_grad = 0
cuda = -1
device = cpu
dtype = float64
lr = 0.0005
max_step = 1000
n_in = 68
n_out = 1
net_depth = 9
net_width = (100, 200, 200, 100, 100, 50, 21)
no_stdout = False
optimizer = adam
out_dir = out
out_filename = out/MLP_nd9_nw-100-200-200-100-100-50-21_bias/outwithout5
out_infix = without5
print_step = 5
save_step = 10
seed = 63100501
tolerance = 1e-05

init_time = 0.000
Training...
MLP(
  (net): Sequential(
    (0): Linear(in_features=68, out_features=100, bias=True)
    (1): GELU()
    (2): Linear(in_features=100, out_features=200, bias=True)
    (3): GELU()
    (4): Linear(in_features=200, out_features=200, bias=True)
    (5): GELU()
    (6): Linear(in_features=200, out_features=100, bias=True)
